file,start_time,end_time,RA_SI_MU
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/East_Evelyn/099_sine2023aqua_SINE0069_M12-2646_20230816_210000_14.000-16.000.mp3,0.0,2.0,0.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/000_sine2023aqua_SINE0047_M12-2604_20230724_110000_14.000-16.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/001_sine2023aqua_SINE0047_M12-2604_20230723_225000_32.000-34.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/002_sine2023aqua_SINE0047_M12-2604_20230723_221000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/003_sine2023aqua_SINE0047_M12-2604_20230723_233000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/004_sine2023aqua_SINE0047_M12-2604_20230723_223000_8.000-10.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/005_sine2023aqua_SINE0047_M12-2604_20230723_223000_0.000-2.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/006_sine2023aqua_SINE0047_M12-2604_20230724_143000_18.000-20.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/007_sine2023aqua_SINE0047_M12-2604_20230724_190000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/008_sine2023aqua_SINE0047_M12-2604_20230725_214000_18.000-20.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/009_sine2023aqua_SINE0047_M12-2604_20230724_224000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/011_sine2023aqua_SINE0047_M12-2604_20230725_071000_38.000-40.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/012_sine2023aqua_SINE0047_M12-2604_20230724_113000_28.000-30.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/013_sine2023aqua_SINE0047_M12-2604_20230724_232000_32.000-34.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/014_sine2023aqua_SINE0047_M12-2604_20230724_145000_36.000-38.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/015_sine2023aqua_SINE0047_M12-2604_20230726_002000_46.000-48.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/016_sine2023aqua_SINE0047_M12-2604_20230724_195000_50.000-52.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/017_sine2023aqua_SINE0047_M12-2604_20230724_030000_22.000-24.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/018_sine2023aqua_SINE0047_M12-2604_20230725_104000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/020_sine2023aqua_SINE0047_M12-2604_20230724_124000_54.000-56.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/021_sine2023aqua_SINE0047_M12-2604_20230723_210000_54.000-56.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/023_sine2023aqua_SINE0047_M12-2604_20230723_225000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/025_sine2023aqua_SINE0047_M12-2604_20230724_200000_58.000-60.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/026_sine2023aqua_SINE0047_M12-2604_20230724_181000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/027_sine2023aqua_SINE0047_M12-2604_20230724_175000_6.000-8.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/028_sine2023aqua_SINE0047_M12-2604_20230725_215000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/031_sine2023aqua_SINE0047_M12-2604_20230724_111000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/032_sine2023aqua_SINE0047_M12-2604_20230724_205000_30.000-32.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/033_sine2023aqua_SINE0047_M12-2604_20230724_180000_4.000-6.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/034_sine2023aqua_SINE0047_M12-2604_20230724_072000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/035_sine2023aqua_SINE0047_M12-2604_20230725_085000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/036_sine2023aqua_SINE0047_M12-2604_20230723_233000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/038_sine2023aqua_SINE0047_M12-2604_20230724_173000_10.000-12.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/039_sine2023aqua_SINE0047_M12-2604_20230725_202000_10.000-12.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/040_sine2023aqua_SINE0047_M12-2604_20230724_201000_30.000-32.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/041_sine2023aqua_SINE0047_M12-2604_20230724_185000_0.000-2.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/042_sine2023aqua_SINE0047_M12-2604_20230724_124000_58.000-60.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/043_sine2023aqua_SINE0047_M12-2604_20230725_112000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/044_sine2023aqua_SINE0047_M12-2604_20230724_194000_54.000-56.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/045_sine2023aqua_SINE0047_M12-2604_20230724_102000_58.000-60.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/046_sine2023aqua_SINE0047_M12-2604_20230725_071000_32.000-34.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/049_sine2023aqua_SINE0047_M12-2604_20230724_085000_52.000-54.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/050_sine2023aqua_SINE0047_M12-2604_20230724_205000_36.000-38.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/051_sine2023aqua_SINE0047_M12-2604_20230725_102000_28.000-30.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/052_sine2023aqua_SINE0047_M12-2604_20230723_205000_18.000-20.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/053_sine2023aqua_SINE0047_M12-2604_20230724_090000_46.000-48.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/054_sine2023aqua_SINE0047_M12-2604_20230724_191000_10.000-12.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/055_sine2023aqua_SINE0047_M12-2604_20230724_193000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/056_sine2023aqua_SINE0047_M12-2604_20230724_080000_8.000-10.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/057_sine2023aqua_SINE0047_M12-2604_20230725_215000_40.000-42.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/058_sine2023aqua_SINE0047_M12-2604_20230724_121000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/059_sine2023aqua_SINE0047_M12-2604_20230724_224000_6.000-8.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/060_sine2023aqua_SINE0047_M12-2604_20230723_221000_32.000-34.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/062_sine2023aqua_SINE0047_M12-2604_20230725_072000_26.000-28.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/063_sine2023aqua_SINE0047_M12-2604_20230724_093000_30.000-32.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/064_sine2023aqua_SINE0047_M12-2604_20230723_212000_22.000-24.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/065_sine2023aqua_SINE0047_M12-2604_20230724_191000_26.000-28.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/066_sine2023aqua_SINE0047_M12-2604_20230724_194000_50.000-52.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/067_sine2023aqua_SINE0047_M12-2604_20230724_105000_26.000-28.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/069_sine2023aqua_SINE0047_M12-2604_20230725_213000_0.000-2.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/070_sine2023aqua_SINE0047_M12-2604_20230724_051000_8.000-10.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/071_sine2023aqua_SINE0047_M12-2604_20230724_061000_18.000-20.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/072_sine2023aqua_SINE0047_M12-2604_20230724_181000_26.000-28.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/073_sine2023aqua_SINE0047_M12-2604_20230724_102000_16.000-18.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/074_sine2023aqua_SINE0047_M12-2604_20230724_181000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/076_sine2023aqua_SINE0047_M12-2604_20230725_135000_38.000-40.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/077_sine2023aqua_SINE0047_M12-2604_20230724_113000_44.000-46.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/078_sine2023aqua_SINE0047_M12-2604_20230725_024000_58.000-60.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/079_sine2023aqua_SINE0047_M12-2604_20230724_010000_2.000-4.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/080_sine2023aqua_SINE0047_M12-2604_20230723_224000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/081_sine2023aqua_SINE0047_M12-2604_20230724_171000_52.000-54.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/082_sine2023aqua_SINE0047_M12-2604_20230725_071000_36.000-38.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/083_sine2023aqua_SINE0047_M12-2604_20230724_202000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/084_sine2023aqua_SINE0047_M12-2604_20230725_104000_2.000-4.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/085_sine2023aqua_SINE0047_M12-2604_20230724_073000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/086_sine2023aqua_SINE0047_M12-2604_20230724_193000_38.000-40.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/087_sine2023aqua_SINE0047_M12-2604_20230723_220000_4.000-6.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/089_sine2023aqua_SINE0047_M12-2604_20230724_103000_46.000-48.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/090_sine2023aqua_SINE0047_M12-2604_20230723_210000_52.000-54.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/092_sine2023aqua_SINE0047_M12-2604_20230723_233000_46.000-48.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/093_sine2023aqua_SINE0047_M12-2604_20230724_203000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/094_sine2023aqua_SINE0047_M12-2604_20230724_202000_28.000-30.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/096_sine2023aqua_SINE0047_M12-2604_20230724_184000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Conness_Pond/098_sine2023aqua_SINE0047_M12-2604_20230724_103000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/000_sine2023aqua_SINE0004_M12-2635_20230804_231000_14.000-16.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/002_sine2023aqua_SINE0038_M12-2592_20230731_154000_16.000-18.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/003_sine2023aqua_SINE0038_M12-2592_20230731_173000_40.000-42.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/004_sine2023aqua_SINE0038_M12-2592_20230807_054000_56.000-58.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/005_sine2023aqua_SINE0003_M12-2629_20230919_195000_8.000-10.000.mp3,0.0,2.0,0.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/006_sine2023aqua_SINE0038_M12-2592_20230804_035000_32.000-34.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/007_sine2023aqua_SINE0038_M12-2592_20230802_000000_22.000-24.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/008_sine2023aqua_SINE0038_M12-2592_20230804_213000_4.000-6.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/009_sine2023aqua_SINE0002_M12-2658_20230804_035000_28.000-30.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/010_sine2023aqua_SINE0038_M12-2592_20230731_154000_0.000-2.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/011_sine2023aqua_SINE0038_M12-2592_20230809_065000_36.000-38.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/012_sine2023aqua_SINE0038_M12-2592_20230805_095000_22.000-24.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/013_sine2023aqua_SINE0038_M12-2592_20230731_084000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/014_sine2023aqua_SINE0038_M12-2592_20230809_144000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/015_sine2023aqua_SINE0038_M12-2592_20230805_080000_6.000-8.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/016_sine2023aqua_SINE0004_M12-2635_20230805_062000_52.000-54.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/017_sine2023aqua_SINE0038_M12-2592_20230731_111000_4.000-6.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/018_sine2023aqua_SINE0038_M12-2592_20230803_085000_38.000-40.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/019_sine2023aqua_SINE0038_M12-2592_20230803_083000_50.000-52.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/023_sine2023aqua_SINE0038_M12-2592_20230731_153000_6.000-8.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/024_sine2023aqua_SINE0038_M12-2592_20230802_003000_4.000-6.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/025_sine2023aqua_SINE0038_M12-2592_20230731_054000_20.000-22.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/026_sine2023aqua_SINE0038_M12-2592_20230731_173000_26.000-28.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/027_sine2023aqua_SINE0038_M12-2592_20230731_111000_10.000-12.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/029_sine2023aqua_SINE0038_M12-2592_20230806_114000_50.000-52.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/030_sine2023aqua_SINE0038_M12-2592_20230809_173000_14.000-16.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/032_sine2023aqua_SINE0038_M12-2592_20230731_174000_32.000-34.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/033_sine2023aqua_SINE0038_M12-2592_20230809_064000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/034_sine2023aqua_SINE0004_M12-2635_20230803_202000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/035_sine2023aqua_SINE0038_M12-2592_20230728_103000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/036_sine2023aqua_SINE0038_M12-2592_20230804_112000_6.000-8.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/037_sine2023aqua_SINE0038_M12-2592_20230731_205000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/039_sine2023aqua_SINE0038_M12-2592_20230809_043000_0.000-2.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/040_sine2023aqua_SINE0038_M12-2592_20230731_111000_8.000-10.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/042_sine2023aqua_SINE0038_M12-2592_20230731_213000_22.000-24.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/043_sine2023aqua_SINE0038_M12-2592_20230806_055000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/044_sine2023aqua_SINE0038_M12-2592_20230804_040000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/045_sine2023aqua_SINE0038_M12-2592_20230731_153000_42.000-44.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/046_sine2023aqua_SINE0002_M12-2658_20230805_041000_24.000-26.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/047_sine2023aqua_SINE0038_M12-2592_20230807_211000_8.000-10.000.mp3,0.0,2.0,0.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/048_sine2023aqua_SINE0038_M12-2592_20230809_064000_6.000-8.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/049_sine2023aqua_SINE0003_M12-2629_20230920_214000_36.000-38.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/051_sine2023aqua_SINE0038_M12-2592_20230803_204000_40.000-42.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/052_sine2023aqua_SINE0038_M12-2592_20230808_042000_34.000-36.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/054_sine2023aqua_SINE0038_M12-2592_20230731_173000_10.000-12.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/056_sine2023aqua_SINE0038_M12-2592_20230810_043000_4.000-6.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/058_sine2023aqua_SINE0038_M12-2592_20230731_151000_58.000-60.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/059_sine2023aqua_SINE0038_M12-2592_20230731_152000_24.000-26.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/060_sine2023aqua_SINE0038_M12-2592_20230810_093000_8.000-10.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/061_sine2023aqua_SINE0038_M12-2592_20230809_043000_24.000-26.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/062_sine2023aqua_SINE0002_M12-2658_20230802_181000_8.000-10.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/063_sine2023aqua_SINE0038_M12-2592_20230804_071000_46.000-48.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/066_sine2023aqua_SINE0038_M12-2592_20230805_010000_0.000-2.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/067_sine2023aqua_SINE0038_M12-2592_20230807_054000_24.000-26.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/069_sine2023aqua_SINE0004_M12-2635_20230809_123000_12.000-14.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/070_sine2023aqua_SINE0038_M12-2592_20230809_063000_54.000-56.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/071_sine2023aqua_SINE0038_M12-2592_20230730_233000_28.000-30.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/072_sine2023aqua_SINE0038_M12-2592_20230808_045000_36.000-38.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/074_sine2023aqua_SINE0038_M12-2592_20230807_053000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/075_sine2023aqua_SINE0038_M12-2592_20230731_152000_28.000-30.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/076_sine2023aqua_SINE0038_M12-2592_20230808_045000_56.000-58.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/077_sine2023aqua_SINE0038_M12-2592_20230811_052000_16.000-18.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/078_sine2023aqua_SINE0038_M12-2592_20230810_065000_48.000-50.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/079_sine2023aqua_SINE0038_M12-2592_20230806_055000_56.000-58.000.mp3,0.0,2.0,1.0
/Users/SML161/ecco28_rasi_dialects/labeled_data/2023_tdl/Skelton/080_sine2023aqua_SINE0038_M12-2592_20230805_004000_2.000-4.000.mp3,0.0,2.0,1.0
